strYMDH,Time,Wind_Speed_in_kts,Wind_Gust_in_kts,Wind_Direction_in_deg,Visibility_in_mi,Precipitation_in_in,Precipitation_Type,Temperature,Dew_Point,Altimeter_in_in_H
2008-08-21 20,'2008-08-21 08:51 pm CST,8,M,160,10,0,rain,75.2,64.4,30.02
2008-08-21 21,'2008-08-21 09:51 pm CST,12,M,160,10,0,none,75.2,64.4,30.02
2008-08-21 22,'2008-08-21 10:51 pm CST,12,21,180,8,0,none,75.2,66.2,30.02
2008-08-21 23,'2008-08-21 11:51 pm CST,8,M,180,7,0,none,75.2,66.2,30.02
2008-08-22 00,'2008-08-22 12:51 am CST,12,M,180,7,0,none,75.2,66.2,30.02
2008-08-22 01,'2008-08-22 01:51 am CST,8,M,190,8,0,none,75.2,66.2,30.01
2008-08-22 02,'2008-08-22 02:51 am CST,10,M,180,7,0,none,73.4,66.2,30.02
2008-08-22 03,'2008-08-22 03:51 am CST,12,M,180,7,0,none,73.4,66.2,30.03
2008-08-22 04,'2008-08-22 04:51 am CST,10,M,180,7,0,none,73.4,68,30.03
2008-08-22 05,'2008-08-22 05:51 am CST,8,M,190,6,0,haze,73.4,66.2,30.04
2008-08-22 06,'2008-08-22 06:51 am CST,13,M,180,6,0,haze,75.2,68,30.04
2008-08-22 07,'2008-08-22 07:51 am CST,12,M,180,9,0,none,75.2,68,30.05
2008-08-22 08,'2008-08-22 08:51 am CST,16,22,190,10,0,none,80.6,68,30.06
2008-08-22 09,'2008-08-22 09:51 am CST,13,M,180,10,0,none,80.6,69.8,30.06
2008-08-22 10,'2008-08-22 10:51 am CST,16,23,190,10,0,none,82.4,69.8,30.05
2008-08-22 11,'2008-08-22 11:51 am CST,21,28,170,5,0.08,light thunderstorm rain,73.4,69.8,30.08
2008-08-22 24,'2008-08-22 12:51 pm CST,14,M,180,10,0.01,thunderstorm rain,75.2,71.6,30.06
2008-08-22 13,'2008-08-22 01:51 pm CST,18,25,190,10,0,none,80.6,69.8,30.04
2008-08-22 14,'2008-08-22 02:51 pm CST,15,23,200,10,0,none,80.6,69.8,30.03
2008-08-22 15,'2008-08-22 03:51 pm CST,13,M,200,10,0,none,80.6,69.8,30.03
2008-08-22 16,'2008-08-22 04:51 pm CST,16,21,190,10,0,none,80.6,69.8,30.02
2008-08-22 17,'2008-08-22 05:51 pm CST,13,M,190,10,0,none,80.6,69.8,30.01
2008-08-22 18,'2008-08-22 06:51 pm CST,15,22,170,10,0,none,78.8,69.8,30.03
2008-08-22 19,'2008-08-22 07:51 pm CST,13,M,180,10,0,none,77,69.8,30.05
2008-08-22 20,'2008-08-22 08:51 pm CST,10,M,190,10,0,none,77,69.8,30.06
2008-08-22 21,'2008-08-22 09:51 pm CST,9,M,190,10,0,none,75.2,69.8,30.08
2008-08-22 22,'2008-08-22 10:51 pm CST,10,M,190,10,0,none,75.2,69.8,30.08
2008-08-22 23,'2008-08-22 11:51 pm CST,12,M,190,10,0,none,75.2,68,30.07
2008-08-23 00,'2008-08-23 12:51 am CST,8,M,210,10,0,none,73.4,68,30.07
2008-08-23 01,'2008-08-23 01:51 am CST,9,M,200,8,0,none,73.4,69.8,30.06
2008-08-23 02,'2008-08-23 02:51 am CST,9,M,210,7,0,none,73.4,69.8,30.06
2008-08-23 03,'2008-08-23 03:51 am CST,8,M,210,7,0,none,73.4,69.8,30.05
2008-08-23 04,'2008-08-23 04:51 am CST,8,M,210,6,0,mist,71.6,69.8,30.04
2008-08-23 05,'2008-08-23 05:51 am CST,8,M,200,4,0,mist,71.6,69.8,30.05
2008-08-23 06,'2008-08-23 06:51 am CST,12,M,220,4,0,mist,73.4,69.8,30.07
2008-08-23 07,'2008-08-23 07:51 am CST,12,20,230,7,0,none,77,69.8,30.08
2008-08-23 08,'2008-08-23 08:51 am CST,13,M,230,10,0,none,80.6,71.6,30.08
2008-08-23 09,'2008-08-23 09:51 am CST,10,20,230,10,0,none,82.4,71.6,30.06
2008-08-23 10,'2008-08-23 10:51 am CST,13,M,240,10,0,none,84.2,69.8,30.05
2008-08-23 11,'2008-08-23 11:51 am CST,9,18,240,10,0,none,86,71.6,30.03
2008-08-23 24,'2008-08-23 12:51 pm CST,12,M,260,10,0,none,86,71.6,30.02
2008-08-23 13,'2008-08-23 01:51 pm CST,13,M,260,10,0,none,84.2,71.6,30.01
2008-08-23 14,'2008-08-23 02:51 pm CST,14,22,270,10,0,dust storm,84.2,71.6,30
2008-08-23 15,'2008-08-23 03:51 pm CST,8,M,300,10,0,dust storm,80.6,69.8,30.01
2008-08-23 16,'2008-08-23 04:51 pm CST,7,M,280,10,0,none,82.4,59,30.01
2008-08-23 17,'2008-08-23 05:51 pm CST,10,M,270,10,0,none,80.6,60.8,30
2008-08-23 18,'2008-08-23 06:51 pm CST,3,M,270,10,0,dust storm,77,60.8,30
2008-08-23 19,'2008-08-23 07:51 pm CST,6,M,300,10,0,none,75.2,60.8,30.01
2008-08-23 20,'2008-08-23 08:51 pm CST,9,M,310,10,0,none,73.4,60.8,30.02
2008-08-23 21,'2008-08-23 09:51 pm CST,7,M,290,10,0,none,73.4,57.2,30.03
2008-08-23 22,'2008-08-23 10:51 pm CST,10,M,310,10,0,none,71.6,57.2,30.04
2008-08-23 23,'2008-08-23 11:51 pm CST,8,M,320,10,0,none,69.8,57.2,30.04
2008-08-24 00,'2008-08-24 12:51 am CST,8,M,330,10,0,none,68,57.2,30.05
2008-08-24 01,'2008-08-24 01:51 am CST,7,M,340,10,0,none,66.2,57.2,30.04
2008-08-24 02,'2008-08-24 02:51 am CST,8,M,340,10,0,none,66.2,55.4,30.04
2008-08-24 03,'2008-08-24 03:51 am CST,7,M,340,10,0,none,64.4,55.4,30.05
2008-08-24 04,'2008-08-24 04:51 am CST,8,M,340,10,0,none,62.6,55.4,30.04
2008-08-24 05,'2008-08-24 05:51 am CST,9,M,340,10,0,none,62.6,55.4,30.06
2008-08-24 06,'2008-08-24 06:51 am CST,9,M,350,10,0,none,66.2,55.4,30.08
2008-08-24 07,'2008-08-24 07:51 am CST,7,M,340,10,0,none,68,55.4,30.08
2008-08-24 08,'2008-08-24 08:51 am CST,9,M,360,10,0,none,71.6,55.4,30.08
2008-08-24 09,'2008-08-24 09:51 am CST,7,M,,10,0,none,73.4,53.6,30.08
2008-08-24 10,'2008-08-24 10:51 am CST,7,20,,10,0,none,75.2,57.2,30.08
2008-08-24 11,'2008-08-24 11:51 am CST,12,17,30,10,0,none,75.2,57.2,30.08
2008-08-24 24,'2008-08-24 12:51 pm CST,14,M,60,10,0,none,75.2,57.2,30.07
2008-08-24 13,'2008-08-24 01:51 pm CST,9,M,60,10,0,none,75.2,57.2,30.06
2008-08-24 14,'2008-08-24 02:51 pm CST,12,M,60,10,0,none,75.2,57.2,30.05
2008-08-24 15,'2008-08-24 03:51 pm CST,8,M,80,10,0,none,75.2,57.2,30.04
2008-08-24 16,'2008-08-24 04:51 pm CST,13,M,80,10,0,none,73.4,55.4,30.04
2008-08-24 17,'2008-08-24 05:51 pm CST,14,M,50,10,0,none,71.6,55.4,30.04
2008-08-24 18,'2008-08-24 06:51 pm CST,15,M,40,10,0,none,68,55.4,30.05
2008-08-24 19,'2008-08-24 07:51 pm CST,8,20,40,10,0,none,66.2,57.2,30.07
2008-08-24 20,'2008-08-24 08:51 pm CST,17,M,40,10,0,none,66.2,57.2,30.08
2008-08-24 21,'2008-08-24 09:51 pm CST,10,M,40,10,0,none,66.2,55.4,30.08
2008-08-24 22,'2008-08-24 10:51 pm CST,6,M,30,10,0,none,66.2,55.4,30.08
2008-08-24 23,'2008-08-24 11:51 pm CST,10,M,40,10,0,none,66.2,53.6,30.07
2008-08-25 00,'2008-08-25 12:51 am CST,6,M,30,10,0,none,64.4,53.6,30.07
2008-08-25 01,'2008-08-25 01:51 am CST,7,M,30,10,0,none,64.4,53.6,30.07
2008-08-25 02,'2008-08-25 02:51 am CST,9,M,60,10,0,none,66.2,53.6,30.07
2008-08-25 03,'2008-08-25 03:51 am CST,10,M,50,10,0,none,66.2,53.6,30.07
2008-08-25 04,'2008-08-25 04:51 am CST,13,M,50,10,0,none,66.2,53.6,30.08
2008-08-25 05,'2008-08-25 05:51 am CST,10,M,60,10,0,none,66.2,53.6,30.1
2008-08-25 06,'2008-08-25 06:51 am CST,12,M,60,10,0,none,66.2,53.6,30.12
2008-08-25 07,'2008-08-25 07:51 am CST,15,22,70,10,0,none,66.2,53.6,30.12
2008-08-25 08,'2008-08-25 08:51 am CST,13,22,60,10,0,none,69.8,53.6,30.12
2008-08-25 09,'2008-08-25 09:51 am CST,15,24,50,10,0,none,71.6,53.6,30.13
2008-08-25 10,'2008-08-25 10:51 am CST,15,23,60,10,0,none,73.4,55.4,30.13
2008-08-25 11,'2008-08-25 11:51 am CST,17,21,40,10,0,none,73.4,53.6,30.12
2008-08-25 24,'2008-08-25 12:51 pm CST,16,22,70,10,0,none,73.4,53.6,30.11
2008-08-25 13,'2008-08-25 01:51 pm CST,15,24,50,10,0,none,73.4,50,30.09
2008-08-25 14,'2008-08-25 02:51 pm CST,13,20,50,10,0,none,73.4,53.6,30.09
2008-08-25 15,'2008-08-25 03:51 pm CST,16,M,60,10,0,none,71.6,51.8,30.09
2008-08-25 16,'2008-08-25 04:51 pm CST,13,21,30,10,0,none,69.8,51.8,30.09
2008-08-25 17,'2008-08-25 05:51 pm CST,15,M,40,10,0,none,68,48.2,30.07
2008-08-25 18,'2008-08-25 06:51 pm CST,10,17,30,10,0,none,66.2,51.8,30.07
2008-08-25 19,'2008-08-25 07:51 pm CST,5,M,20,10,0,none,64.4,53.6,30.08
2008-08-25 20,'2008-08-25 08:51 pm CST,8,M,40,10,0,none,66.2,57.2,30.08
2008-08-25 21,'2008-08-25 09:51 pm CST,8,M,50,10,0,none,66.2,57.2,30.08
2008-08-25 22,'2008-08-25 10:51 pm CST,7,M,50,10,0,none,66.2,57.2,30.08
2008-08-25 23,'2008-08-25 11:51 pm CST,7,M,80,10,0,none,66.2,55.4,30.08
2008-08-26 00,'2008-08-26 12:51 am CST,8,M,100,10,0,none,66.2,55.4,30.08
2008-08-26 01,'2008-08-26 01:51 am CST,6,M,90,10,0,none,64.4,55.4,30.07
2008-08-26 02,'2008-08-26 02:51 am CST,6,M,90,10,0,none,62.6,53.6,30.07
2008-08-26 03,'2008-08-26 03:51 am CST,8,M,120,10,0,none,62.6,51.8,30.07
2008-08-26 04,'2008-08-26 04:51 am CST,6,M,100,10,0,none,64.4,51.8,30.08
2008-08-26 05,'2008-08-26 05:51 am CST,5,M,90,10,0,none,62.6,51.8,30.08
2008-08-26 06,'2008-08-26 06:51 am CST,8,M,90,10,0,none,64.4,51.8,30.08
2008-08-26 07,'2008-08-26 07:51 am CST,9,M,80,10,0,none,66.2,50,30.08
2008-08-26 08,'2008-08-26 08:51 am CST,8,M,100,10,0,none,69.8,53.6,30.08
2008-08-26 09,'2008-08-26 09:51 am CST,12,24,90,10,0,none,71.6,53.6,30.07
2008-08-26 10,'2008-08-26 10:51 am CST,13,M,70,10,0,none,71.6,53.6,30.06
2008-08-26 11,'2008-08-26 11:51 am CST,12,20,80,10,0,none,73.4,53.6,30.05
2008-08-26 24,'2008-08-26 12:51 pm CST,14,20,90,10,0,none,73.4,51.8,30.04
2008-08-26 13,'2008-08-26 01:51 pm CST,16,M,70,10,0,none,75.2,53.6,30.02
2008-08-26 14,'2008-08-26 02:51 pm CST,13,20,60,10,0,none,75.2,55.4,30.01
2008-08-26 15,'2008-08-26 03:51 pm CST,12,M,70,10,0,none,73.4,55.4,30.01
2008-08-26 16,'2008-08-26 04:51 pm CST,10,M,50,10,0,none,73.4,55.4,30
2008-08-26 17,'2008-08-26 05:51 pm CST,10,M,50,10,0,none,71.6,55.4,29.99
2008-08-26 18,'2008-08-26 06:51 pm CST,8,M,30,10,0,none,69.8,55.4,29.99
2008-08-26 19,'2008-08-26 07:51 pm CST,6,M,30,10,0,none,68,57.2,29.99
2008-08-26 20,'2008-08-26 08:51 pm CST,5,M,20,10,0,none,66.2,60.8,29.99
2008-08-26 21,'2008-08-26 09:51 pm CST,3,M,20,10,0,none,66.2,60.8,29.98
2008-08-26 22,'2008-08-26 10:51 pm CST,0,M,0,10,0,none,62.6,59,29.97
2008-08-26 23,'2008-08-26 11:51 pm CST,6,M,90,10,0,none,64.4,55.4,29.97
2008-08-27 00,'2008-08-27 12:51 am CST,6,M,110,10,0,none,64.4,48.2,29.96
2008-08-27 01,'2008-08-27 01:51 am CST,6,M,100,10,0,none,62.6,53.6,29.96
2008-08-27 02,'2008-08-27 02:51 am CST,3,M,70,10,0,none,64.4,53.6,29.96
2008-08-27 03,'2008-08-27 03:51 am CST,3,M,60,10,0,none,62.6,55.4,29.95
2008-08-27 04,'2008-08-27 04:51 am CST,5,M,30,10,0,none,62.6,55.4,29.96
2008-08-27 05,'2008-08-27 05:51 am CST,3,M,10,10,0,none,60.8,55.4,29.97
2008-08-27 06,'2008-08-27 06:51 am CST,3,M,,10,0,none,66.2,57.2,29.97
2008-08-27 07,'2008-08-27 07:51 am CST,3,M,50,10,0,none,71.6,59,29.98
2008-08-27 08,'2008-08-27 08:51 am CST,3,M,,10,0,none,73.4,59,29.99
2008-08-27 09,'2008-08-27 09:51 am CST,5,M,40,10,0,none,77,59,29.98
2008-08-27 10,'2008-08-27 10:51 am CST,6,M,20,10,0,none,78.8,55.4,29.98
2008-08-27 11,'2008-08-27 11:51 am CST,12,17,30,10,0,none,80.6,60.8,29.97
2008-08-27 24,'2008-08-27 12:51 pm CST,13,22,40,10,0,none,82.4,51.8,29.95
2008-08-27 13,'2008-08-27 01:51 pm CST,10,M,50,10,0,none,82.4,48.2,29.93
2008-08-27 14,'2008-08-27 02:51 pm CST,7,M,110,10,0,none,80.6,50,29.91
2008-08-27 15,'2008-08-27 03:51 pm CST,8,M,70,10,0,none,80.6,53.6,29.9
2008-08-27 16,'2008-08-27 04:51 pm CST,12,22,100,10,0,none,78.8,55.4,29.89
2008-08-27 17,'2008-08-27 05:51 pm CST,8,18,90,10,0,none,75.2,55.4,29.88
2008-08-27 18,'2008-08-27 06:51 pm CST,6,M,90,10,0,none,73.4,55.4,29.88
2008-08-27 19,'2008-08-27 07:51 pm CST,3,M,50,10,0,none,73.4,57.2,29.91
2008-08-27 20,'2008-08-27 08:51 pm CST,3,M,40,10,0,none,71.6,57.2,29.91
2008-08-27 21,'2008-08-27 09:51 pm CST,5,M,,10,0,none,71.6,60.8,29.91
2008-08-27 22,'2008-08-27 10:51 pm CST,3,M,90,10,0,none,66.2,60.8,29.9
2008-08-27 23,'2008-08-27 11:51 pm CST,6,M,140,10,0,none,66.2,60.8,29.88
2008-08-28 00,'2008-08-28 12:51 am CST,5,M,150,10,0,none,64.4,60.8,29.84
2008-08-28 01,'2008-08-28 01:51 am CST,0,M,0,10,0,none,66.2,60.8,29.84
2008-08-28 02,'2008-08-28 02:51 am CST,3,M,170,8,0,none,64.4,60.8,29.86
2008-08-28 03,'2008-08-28 03:51 am CST,8,M,160,7,0,none,64.4,60.8,29.84
2008-08-28 04,'2008-08-28 04:51 am CST,3,M,200,8,0,none,64.4,60.8,29.84
2008-08-28 05,'2008-08-28 05:51 am CST,3,M,270,7,0,none,66.2,60.8,29.88
2008-08-28 06,'2008-08-28 06:51 am CST,3,M,170,7,0,none,68,60.8,29.88
2008-08-28 07,'2008-08-28 07:51 am CST,7,M,200,8,0,none,69.8,62.6,29.87
2008-08-28 08,'2008-08-28 08:51 am CST,12,M,210,8,0,light rain,71.6,62.6,29.87
2008-08-28 09,'2008-08-28 09:51 am CST,14,M,170,6,0.04,light rain,68,64.4,29.82
2008-08-28 10,'2008-08-28 10:51 am CST,14,28,190,5,0.02,light rain,69.8,64.4,29.77
2008-08-28 11,'2008-08-28 11:51 am CST,0,M,0,8,0,rain,73.4,64.4,29.83
2008-08-28 24,'2008-08-28 12:51 pm CST,3,M,220,8,0,none,75.2,64.4,29.83
2008-08-28 13,'2008-08-28 01:51 pm CST,13,M,210,8,0,none,78.8,66.2,29.82
2008-08-28 14,'2008-08-28 02:51 pm CST,10,M,190,8,0,none,80.6,66.2,29.81
2008-08-28 15,'2008-08-28 03:51 pm CST,9,M,190,8,0,none,78.8,66.2,29.81
2008-08-28 16,'2008-08-28 04:51 pm CST,10,M,180,7,0,none,78.8,66.2,29.79
2008-08-28 17,'2008-08-28 05:51 pm CST,7,M,180,8,0,none,77,66.2,29.78
2008-08-28 18,'2008-08-28 06:51 pm CST,10,M,200,10,0,none,75.2,66.2,29.78
2008-08-28 19,'2008-08-28 07:51 pm CST,6,M,190,9,0,none,75.2,66.2,29.8
2008-08-28 20,'2008-08-28 08:51 pm CST,6,M,200,9,0,none,75.2,66.2,29.81
2008-08-28 21,'2008-08-28 09:51 pm CST,5,M,230,9,0,none,75.2,68,29.82
2008-08-28 22,'2008-08-28 10:51 pm CST,3,M,310,8,0,none,75.2,68,29.82
2008-08-28 23,'2008-08-28 11:51 pm CST,6,M,340,7,0,rain,73.4,69.8,29.82
2008-08-29 00,'2008-08-29 12:51 am CST,5,M,350,6,0.03,heavy rain,73.4,69.8,29.84
2008-08-29 01,'2008-08-29 01:51 am CST,3,M,320,6,0.01,mist,71.6,68,29.84
2008-08-29 02,'2008-08-29 02:51 am CST,9,M,320,6,0,mist,71.6,68,29.85
2008-08-29 03,'2008-08-29 03:51 am CST,7,M,340,6,0,mist,69.8,66.2,29.86
2008-08-29 04,'2008-08-29 04:51 am CST,7,M,340,10,0,none,68,62.6,29.86
2008-08-29 05,'2008-08-29 05:51 am CST,9,M,350,9,0,none,68,62.6,29.9
2008-08-29 06,'2008-08-29 06:51 am CST,8,M,10,10,0,none,69.8,62.6,29.91
2008-08-29 07,'2008-08-29 07:51 am CST,7,M,10,10,0,none,73.4,60.8,29.93
2008-08-29 08,'2008-08-29 08:51 am CST,7,M,10,10,0,none,77,57.2,29.95
2008-08-29 09,'2008-08-29 09:51 am CST,8,M,10,10,0,none,78.8,55.4,29.96
2008-08-29 10,'2008-08-29 10:51 am CST,9,16,360,10,0,none,82.4,51.8,29.96
2008-08-29 11,'2008-08-29 11:51 am CST,10,M,280,10,0,none,82.4,50,29.96
2008-08-29 24,'2008-08-29 12:51 pm CST,10,16,310,10,0,none,84.2,51.8,29.97
2008-08-29 13,'2008-08-29 01:51 pm CST,12,23,290,10,0,none,84.2,51.8,29.97
2008-08-29 14,'2008-08-29 02:51 pm CST,12,M,110,10,0,none,82.4,51.8,29.97
2008-08-29 15,'2008-08-29 03:51 pm CST,6,M,,10,0,none,82.4,57.2,29.97
2008-08-29 16,'2008-08-29 04:51 pm CST,8,M,70,10,0,none,80.6,57.2,29.98
2008-08-29 17,'2008-08-29 05:51 pm CST,7,M,80,10,0,none,78.8,57.2,29.98
2008-08-29 18,'2008-08-29 06:51 pm CST,6,M,,10,0,none,75.2,57.2,29.99
2008-08-29 19,'2008-08-29 07:51 pm CST,3,M,120,10,0,none,73.4,55.4,30
2008-08-29 20,'2008-08-29 08:51 pm CST,0,M,0,10,0,none,69.8,55.4,30.03
2008-08-29 21,'2008-08-29 09:51 pm CST,3,M,220,10,0,none,66.2,57.2,30.04
2008-08-29 22,'2008-08-29 10:51 pm CST,0,M,0,10,0,none,64.4,57.2,30.05
2008-08-29 23,'2008-08-29 11:51 pm CST,0,M,0,10,0,none,66.2,57.2,30.05
2008-08-30 00,'2008-08-30 12:51 am CST,0,M,0,10,0,none,64.4,57.2,30.05
2008-08-30 01,'2008-08-30 01:51 am CST,5,M,330,10,0,none,60.8,55.4,30.05
2008-08-30 02,'2008-08-30 02:51 am CST,0,M,0,10,0,none,60.8,55.4,30.07
2008-08-30 03,'2008-08-30 03:51 am CST,0,M,0,10,0,none,60.8,53.6,30.07
2008-08-30 04,'2008-08-30 04:51 am CST,0,M,0,10,0,none,57.2,53.6,30.09
2008-08-30 05,'2008-08-30 05:51 am CST,0,M,0,10,0,none,59,53.6,30.12
2008-08-30 06,'2008-08-30 06:51 am CST,0,M,0,10,0,none,64.4,55.4,30.13
2008-08-30 07,'2008-08-30 07:51 am CST,3,M,190,10,0,none,71.6,53.6,30.14
2008-08-30 08,'2008-08-30 08:51 am CST,3,M,180,10,0,none,77,53.6,30.15
2008-08-30 09,'2008-08-30 09:51 am CST,7,M,170,10,0,none,80.6,51.8,30.15
2008-08-30 10,'2008-08-30 10:51 am CST,5,M,,10,0,none,82.4,48.2,30.14
2008-08-30 11,'2008-08-30 11:51 am CST,8,M,210,10,0,none,84.2,50,30.13
2008-08-30 24,'2008-08-30 12:51 pm CST,6,M,220,10,0,none,84.2,50,30.11
2008-08-30 13,'2008-08-30 01:51 pm CST,8,M,200,10,0,none,84.2,51.8,30.1
2008-08-30 14,'2008-08-30 02:51 pm CST,9,M,240,10,0,none,86,51.8,30.09
2008-08-30 15,'2008-08-30 03:51 pm CST,9,M,250,10,0,none,84.2,53.6,30.08
2008-08-30 16,'2008-08-30 04:51 pm CST,7,M,300,10,0,none,84.2,55.4,30.09
2008-08-30 17,'2008-08-30 05:51 pm CST,9,M,300,10,0,none,82.4,55.4,30.09
2008-08-30 18,'2008-08-30 06:51 pm CST,6,M,290,10,0,none,78.8,55.4,30.1
2008-08-30 19,'2008-08-30 07:51 pm CST,0,M,0,10,0,none,73.4,55.4,30.11
2008-08-30 20,'2008-08-30 08:51 pm CST,0,M,0,10,0,none,69.8,57.2,30.12
2008-08-30 21,'2008-08-30 09:51 pm CST,3,M,260,10,0,none,66.2,59,30.13
2008-08-30 22,'2008-08-30 10:51 pm CST,3,M,230,10,0,none,69.8,59,30.14
2008-08-30 23,'2008-08-30 11:51 pm CST,0,M,0,10,0,none,69.8,57.2,30.14
2008-08-31 00,'2008-08-31 12:51 am CST,0,M,0,10,0,none,66.2,57.2,30.14
2008-08-31 01,'2008-08-31 01:51 am CST,3,M,230,10,0,none,62.6,57.2,30.15
2008-08-31 02,'2008-08-31 02:51 am CST,3,M,210,10,0,none,62.6,57.2,30.16
2008-08-31 03,'2008-08-31 03:51 am CST,0,M,0,10,0,none,62.6,57.2,30.16
2008-08-31 04,'2008-08-31 04:51 am CST,0,M,0,10,0,none,62.6,57.2,30.17
2008-08-31 05,'2008-08-31 05:51 am CST,0,M,0,10,0,none,62.6,57.2,30.19
2008-08-31 06,'2008-08-31 06:51 am CST,0,M,0,10,0,none,69.8,60.8,30.2
2008-08-31 07,'2008-08-31 07:51 am CST,0,M,0,10,0,none,73.4,57.2,30.2
2008-08-31 08,'2008-08-31 08:51 am CST,3,M,110,10,0,none,80.6,55.4,30.21
2008-08-31 09,'2008-08-31 09:51 am CST,7,M,120,10,0,none,84.2,55.4,30.21
2008-08-31 10,'2008-08-31 10:51 am CST,8,M,120,10,0,none,84.2,53.6,30.19
2008-08-31 11,'2008-08-31 11:51 am CST,3,M,160,10,0,none,87.8,51.8,30.17
2008-08-31 24,'2008-08-31 12:51 pm CST,9,M,160,10,0,none,89.6,51.8,30.14
2008-08-31 13,'2008-08-31 01:51 pm CST,8,M,160,10,0,none,89.6,51.8,30.12
2008-08-31 14,'2008-08-31 02:51 pm CST,6,M,140,10,0,none,89.6,53.6,30.11
2008-08-31 15,'2008-08-31 03:51 pm CST,14,M,120,10,0,none,87.8,55.4,30.1
2008-08-31 16,'2008-08-31 04:51 pm CST,14,M,100,10,0,none,86,57.2,30.09
2008-08-31 17,'2008-08-31 05:51 pm CST,15,M,130,10,0,none,82.4,55.4,30.09
2008-08-31 18,'2008-08-31 06:51 pm CST,9,M,300,10,0,none,53.6,42.8,29.94
2008-08-31 19,'2008-08-31 07:51 pm CST,9,M,310,10,0,none,53.6,42.8,29.93
2008-08-31 20,'2008-08-31 08:51 pm CST,9,M,310,10,0,none,51.8,42.8,29.93
2008-08-31 21,'2008-08-31 09:51 pm CST,10,M,320,10,0,none,51.8,42.8,29.93
2008-08-31 22,'2008-08-31 10:51 pm CST,8,M,320,10,0,none,50,42.8,29.92
2008-08-31 23,'2008-08-31 11:51 pm CST,3,M,120,10,0,none,69.8,57.2,30.13
2008-09-01 00,'2008-09-01 12:51 am CST,0,M,0,10,0,none,64.4,57.2,30.13
2008-09-01 01,'2008-09-01 01:51 am CST,0,M,0,10,0,none,66.2,59,30.12
2008-09-01 02,'2008-09-01 02:51 am CST,6,M,110,10,0,none,64.4,59,30.12
2008-09-01 03,'2008-09-01 03:51 am CST,8,M,150,10,0,none,62.6,57.2,30.12
2008-09-01 04,'2008-09-01 04:51 am CST,5,M,170,10,0,none,62.6,57.2,30.13
2008-09-01 05,'2008-09-01 05:51 am CST,6,M,160,10,0,none,64.4,55.4,30.15
2008-09-01 06,'2008-09-01 06:51 am CST,5,M,150,10,0,none,69.8,55.4,30.17
2008-09-01 07,'2008-09-01 07:51 am CST,8,M,160,10,0,none,75.2,53.6,30.17
2008-09-01 08,'2008-09-01 08:51 am CST,9,M,150,10,0,none,80.6,53.6,30.17
2008-09-01 09,'2008-09-01 09:51 am CST,13,M,170,10,0,none,82.4,51.8,30.16
2008-09-01 10,'2008-09-01 10:51 am CST,12,17,170,10,0,none,86,51.8,30.14
2008-09-01 11,'2008-09-01 11:51 am CST,10,M,160,10,0,none,87.8,50,30.12
2008-09-01 24,'2008-09-01 12:51 pm CST,8,M,160,10,0,none,89.6,51.8,30.1
2008-09-01 13,'2008-09-01 01:51 pm CST,5,16,,10,0,none,89.6,51.8,30.09
2008-09-01 14,'2008-09-01 02:51 pm CST,12,M,100,10,0,none,89.6,53.6,30.07
2008-09-01 15,'2008-09-01 03:51 pm CST,13,M,100,10,0,none,87.8,53.6,30.07
2008-09-01 16,'2008-09-01 04:51 pm CST,13,M,100,10,0,none,86,53.6,30.07
2008-09-01 17,'2008-09-01 05:51 pm CST,10,M,100,10,0,none,84.2,51.8,30.07
2008-09-01 18,'2008-09-01 06:51 pm CST,10,M,120,10,0,none,80.6,50,30.07
2008-09-01 19,'2008-09-01 07:51 pm CST,8,M,140,10,0,none,78.8,51.8,30.08
2008-09-01 20,'2008-09-01 08:51 pm CST,9,M,140,10,0,none,73.4,55.4,30.07
2008-09-01 21,'2008-09-01 09:51 pm CST,7,M,130,10,0,none,73.4,57.2,30.06
2008-09-01 22,'2008-09-01 10:51 pm CST,5,M,130,10,0,none,71.6,57.2,30.06
2008-09-01 23,'2008-09-01 11:51 pm CST,5,M,140,10,0,none,69.8,59,30.06
2008-09-02 00,'2008-09-02 12:51 am CST,0,M,0,10,0,none,69.8,60.8,30.06
2008-09-02 01,'2008-09-02 01:51 am CST,5,M,110,10,0,none,69.8,60.8,30.06
2008-09-02 02,'2008-09-02 02:51 am CST,0,M,0,9,0,none,64.4,59,30.06
2008-09-02 03,'2008-09-02 03:51 am CST,0,M,0,10,0,none,66.2,60.8,30.06
2008-09-02 04,'2008-09-02 04:51 am CST,6,M,150,10,0,none,66.2,57.2,30.06
2008-09-02 05,'2008-09-02 05:51 am CST,0,M,0,10,0,none,66.2,55.4,30.07
2008-09-02 06,'2008-09-02 06:51 am CST,0,M,0,10,0,none,71.6,57.2,30.08
2008-09-02 07,'2008-09-02 07:51 am CST,5,M,170,10,0,none,77,55.4,30.08
2008-09-02 08,'2008-09-02 08:51 am CST,6,M,,10,0,none,82.4,55.4,30.07
2008-09-02 09,'2008-09-02 09:51 am CST,5,M,160,10,0,none,86,57.2,30.07
2008-09-02 10,'2008-09-02 10:51 am CST,3,M,130,10,0,none,89.6,57.2,30.05
2008-09-02 11,'2008-09-02 11:51 am CST,5,M,230,10,0,none,91.4,57.2,30.04
2008-09-02 24,'2008-09-02 12:51 pm CST,12,M,190,10,0,none,93.2,59,30.03
2008-09-02 13,'2008-09-02 01:51 pm CST,8,M,260,10,0,none,93.2,60.8,30.01
